tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,3776,0,live,KCNK2,"K2p2.1, TPKC1, TREK, TREK-1, TREK1, hTREK-1c, hTREK-1e",potassium two pore domain channel subfamily K member 2,"; potassium channel subfamily K member 2|K2P2.1 potassium channel|TREK-1 K(+) channel subunit|TWIK-related potassium channel 1|outward rectifying potassium channel protein TREK-1|potassium channel subfamily k member 2 variant 1|potassium channel subfamily k member 2 variant 2|potassium channel, two pore domain subfamily K, member 2|potassium inwardly-rectifying channel, subfamily K, member 2|tandem-pore-domain potassium channel TREK-1|two pore domain potassium channel TREK-1|two pore potassium channel TPKC1|two-pore potassium channel 1",1q41,1,NC_000001.11,215002920,215237093,plus,13,603219
9606,Homo sapiens,7021,0,live,TFAP2B,"AP-2B, AP2-B, PDA2",transcription factor AP-2 beta,; transcription factor AP-2-beta|AP2-beta|activating enhancer binding protein 2 beta,6p12.3,6,NC_000006.12,50817692,50847619,plus,11,601601
9606,Homo sapiens,1408,0,live,CRY2,"HCRY2, PHLL2",cryptochrome circadian regulator 2,; cryptochrome-2|cryptochrome 2 (photolyase-like)|cryptochrome circadian clock 2|growth-inhibiting protein 37,11p11.2,11,NC_000011.10,45847118,45883248,plus,13,603732
9606,Homo sapiens,1610,0,live,DAO,"DAAO, DAMOX, OXDA",D-amino acid oxidase,; D-amino-acid oxidase,12q24.11,12,NC_000012.12,108880030,108901043,plus,12,124050
9606,Homo sapiens,8914,0,live,TIMELESS,"TIM, TIM1, hTIM",timeless circadian regulator,; protein timeless homolog|Tof1 homolog|timeless circadian clock 1|timeless homolog,12q13.3,12,NC_000012.12,56416363,56449426,minus,29,603887
9606,Homo sapiens,3766,0,live,KCNJ10,"BIRK-10, KCNJ13-PEN, KIR1.2, KIR4.1, SESAME",potassium inwardly rectifying channel subfamily J member 10,"; ATP-sensitive inward rectifier potassium channel 10|ATP-dependent inwardly rectifying potassium channel Kir4.1|glial ATP-dependent inwardly rectifying potassium channel KIR4.1|inward rectifier K(+) channel Kir1.2|inward rectifier K+ channel KIR1.2|potassium channel, inwardly rectifying subfamily J member 10|potassium voltage-gated channel subfamily J member 10",1q23.2,1,NC_000001.11,160037467,160070160,minus,2,602208
9606,Homo sapiens,54715,0,live,RBFOX1,"2BP1, A2BP1, FOX-1, FOX1, HRNBP1",RNA binding fox-1 homolog 1,"; RNA binding protein fox-1 homolog 1|RNA binding protein, fox-1 homolog 1|ataxin 2-binding protein 1|fox-1 homolog A|fox-1-like RNA-binding protein 1|hexaribonucleotide binding protein 1 isoform alpha|hexaribonucleotide binding protein 1 isoform beta|hexaribonucleotide-binding protein 1",16p13.3,16,NC_000016.10,5239752,7713343,plus,29,605104
9606,Homo sapiens,9271,0,live,PIWIL1,"CT80.1, HIWI, MIWI, PIWI",piwi like RNA-mediated gene silencing 1,; piwi-like protein 1|piwi homolog,12q24.33,12,NC_000012.12,130337887,130412708,plus,25,605571
9606,Homo sapiens,5141,0,live,PDE4A,"DPDE2, PDE4, PDE46",phosphodiesterase 4A,"; cAMP-specific 3',5'-cyclic phosphodiesterase 4A|phosphodiesterase 4A, cAMP-specific (dunce|phosphodiesterase E2 dunce homolog, Drosophila|phosphodiesterase isozyme 4",19p13.2,19,NC_000019.10,10416773,10469631,plus,22,600126
9606,Homo sapiens,6314,0,live,ATXN7,"ADCAII, OPCA3, SCA7, SGF73",ataxin 7,; ataxin-7|spinocerebellar ataxia type 7 protein,3p14.1,3,NC_000003.12,63864557,64003462,plus,15,607640
9606,Homo sapiens,111,0,live,ADCY5,"AC5, FDFM",adenylate cyclase 5,; adenylate cyclase type 5|ATP pyrophosphate-lyase 5|adenylate cyclase type V|adenylyl cyclase 5|epididymis secretory sperm binding protein,3q21.1,3,NC_000003.12,123282296,123448988,minus,30,600293
9606,Homo sapiens,9177,0,live,HTR3B,5-HT3B,5-hydroxytryptamine receptor 3B,"; 5-hydroxytryptamine receptor 3B|5-HT3-B|5-hydroxytryptamine (serotonin) receptor 3B, ionotropic|5-hydroxytryptamine 3 receptor B subunit|serotonin-gated ion channel subunit",11q23.2,11,NC_000011.10,113898923,113949119,plus,11,604654
9606,Homo sapiens,5063,0,live,PAK3,"ARA, MRX30, MRX47, OPHN3, PAK-3beta, bPAK, beta-PAK, PAK3",p21 (RAC1) activated kinase 3,; serine/threonine-protein kinase PAK 3|adriamycin resistance-associated|oligophrenin-3|p21 (CDKN1A)-activated kinase 3|p21 protein (Cdc42/Rac)-activated kinase 3,Xq23,X,NC_000023.11,110944241,111227361,plus,29,300142
9606,Homo sapiens,816,0,live,CAMK2B,"CAM2, CAMK2, CAMKB, CaMKIIbeta, MRD54",calcium/calmodulin dependent protein kinase II beta,; calcium/calmodulin-dependent protein kinase type II subunit beta|CaM kinase II beta subunit|CaM-kinase II beta chain|caMK-II subunit beta|proline rich calmodulin-dependent protein kinase,7p13,7,NC_000007.14,44217150,44326167,minus,28,607707
9606,Homo sapiens,10060,0,live,ABCC9,"ABC37, ATFB12, CANTU, CMD1O, SUR2",ATP binding cassette subfamily C member 9,"; ATP-binding cassette sub-family C member 9|ATP-binding cassette transporter sub-family C member 9|ATP-binding cassette, sub-family C (CFTR/MRP), member 9|sulfonylurea receptor 2",12p12.1,12,NC_000012.12,21797389,21941863,minus,42,601439
9606,Homo sapiens,2905,0,live,GRIN2C,"GluN2C, NMDAR2C, NR2C",glutamate ionotropic receptor NMDA type subunit 2C,"; glutamate receptor ionotropic, NMDA 2C|N-methyl D-aspartate receptor subtype 2C|N-methyl-D-aspartate receptor subunit 2C|glutamate [NMDA] receptor subunit epsilon-3|glutamate receptor, ionotropic, N-methyl D-aspartate 2C",17q25.1,17,NC_000017.11,74842021,74860843,minus,15,138254
9606,Homo sapiens,3362,0,live,HTR6,"5-HT6, 5-HT6R",5-hydroxytryptamine receptor 6,"; 5-hydroxytryptamine receptor 6|5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled|serotonin receptor 6",1p36.13,1,NC_000001.11,19664875,19680966,plus,3,601109
9606,Homo sapiens,3062,0,live,HCRTR2,OX2R,hypocretin receptor 2,; orexin receptor type 2|hypocretin (orexin) receptor 2|hypocretin receptor type 2|orexin type-2 receptor|ox-2-R|ox2-R,6p12.1,6,NC_000006.12,55106460,55284698,plus,9,602393
9606,Homo sapiens,2730,0,live,GCLM,GLCLR,glutamate-cysteine ligase modifier subunit,"; glutamate--cysteine ligase regulatory subunit|GCS light chain|GSC light chain|gamma-ECS regulatory subunit|gamma-glutamylcysteine synthetase regulatory subunit|glutamate-cysteine ligase (gamma-glutamylcysteine synthetase), regulatory (30.8kD)|glutamate-cysteine ligase modifier subunit delta2 alternative splicing|glutamate-cysteine ligase regulatory protein",1p22.1,1,NC_000001.11,93885199,93910370,minus,9,601176
9606,Homo sapiens,2354,0,live,FOSB,"AP-1, G0S3, GOS3, GOSB","FosB proto-oncogene, AP-1 transcription factor subunit","; protein fosB|FBJ murine osteosarcoma viral oncogene homolog B|FosB proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 3|activator protein 1",19q13.32,19,NC_000019.10,45467996,45475179,plus,4,164772
9606,Homo sapiens,1016,0,live,CDH18,"CDH14, CDH14L, CDH24",cadherin 18,"; cadherin-18|cadherin 18, type 2|cadherin-14|cadherin-like 24|ey-cadherin",5p14.3,5,NC_000005.10,19471296,20575886,minus,25,603019
9606,Homo sapiens,27445,0,live,PCLO,"ACZ, PCH3",piccolo presynaptic cytomatrix protein,; protein piccolo|aczonin,7q21.11,7,NC_000007.14,82754012,83164161,minus,25,604918
9606,Homo sapiens,1363,0,live,CPE,CPH,carboxypeptidase E,; carboxypeptidase E|carboxypeptidase H|cobalt-stimulated chromaffin granule carboxypeptidase|enkephalin convertase|epididymis secretory sperm binding protein|insulin granule-associated carboxypeptidase|prohormone-processing carboxypeptidase,4q32.3,4,NC_000004.12,165379008,165498547,plus,9,114855
9606,Homo sapiens,9495,0,live,AKAP5,"AKAP75, AKAP79, H21",A-kinase anchoring protein 5,; A-kinase anchor protein 5|A kinase (PRKA) anchor protein 5|A-kinase anchor protein 79 kDa|A-kinase anchoring protein 75/79|AKAP 79|cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein,14q23.3,14,NC_000014.9,64465499,64474503,plus,2,604688
9606,Homo sapiens,2892,0,live,GRIA3,"GLUR-C, GLUR-K3, GLUR3, GLURC, GluA3, MRX94",glutamate ionotropic receptor AMPA type subunit 3,"; glutamate receptor 3|AMPA-selective glutamate receptor 3|dJ1171F9.1|gluR-3|glutamate receptor C|glutamate receptor subunit 3|glutamate receptor, ionotrophic, AMPA 3|glutamate receptor, ionotropic, AMPA 3",Xq25,X,NC_000023.11,123184243,123490915,plus,19,305915
9606,Homo sapiens,1267,0,live,CNP,CNP1,"2',3'-cyclic nucleotide 3' phosphodiesterase","; 2',3'-cyclic-nucleotide 3'-phosphodiesterase|2', 3' cyclic nucleotide 3' phosphohydrolase|CNPase",17q21.2,17,NC_000017.11,41966795,41977740,plus,5,123830
9606,Homo sapiens,56413,0,live,LTB4R2,"BLT2, BLTR2, JULF2, KPG_004, LTB4-R 2, LTB4-R2, NOP9",leukotriene B4 receptor 2,; leukotriene B4 receptor 2|LTB4 receptor JULF2|leukotriene B4 receptor BLT2|seven transmembrane receptor BLTR2,14q12,14,NC_000014.9,24310140,24312053,plus,2,605773
9606,Homo sapiens,4131,0,live,MAP1B,"FUTSCH, MAP5, PPP1R102",microtubule associated protein 1B,"; microtubule-associated protein 1B|protein phosphatase 1, regulatory subunit 102",5q13.2,5,NC_000005.10,72107475,72209565,plus,8,157129
9606,Homo sapiens,6660,0,live,SOX5,"L-SOX5, L-SOX5B, L-SOX5F, LAMSHF",SRY-box transcription factor 5,; transcription factor SOX-5|SRY (sex determining region Y)-box 5|SRY-box 5,12p12.1,12,NC_000012.12,23529499,24562701,minus,29,604975
9606,Homo sapiens,3363,0,live,HTR7,5-HT7,5-hydroxytryptamine receptor 7,; 5-hydroxytryptamine receptor 7|5-HT-7|5-HT-X|5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled),10q23.31,10,NC_000010.11,90738693,90858039,minus,5,182137
9606,Homo sapiens,406885,0,live,MIRLET7C,"LET7C, MIRNLET7C, hsa-let-7c, let-7c",microRNA let-7c,,21q21.1,21,NC_000021.9,16539828,16539911,plus,1,612144
9606,Homo sapiens,11076,0,live,TPPP,"TPPP/p251, p24, p25, p25alpha, TPPP",tubulin polymerization promoting protein,; tubulin polymerization-promoting protein|25 kDa brain-specific protein|brain specific protein p25 alpha|glycogen synthase kinase 3 (GSK3) inhibitor p24|p25-alpha,5p15.33,5,NC_000005.10,659862,700727,minus,7,608773
9606,Homo sapiens,407027,0,live,MIR301A,"MIR301, MIRN301, MIRN301A, mir-301a",microRNA 301a,hsa-mir-301|hsa-mir-301a|microRNA 301,17q22,17,NC_000017.11,59151136,59151221,minus,1,615675
9606,Homo sapiens,114,0,live,ADCY8,"AC8, ADCY3, HBAC1",adenylate cyclase 8,"; adenylate cyclase type 8|ATP pyrophosphate-lyase 8|HEL-S-172mP|adenylate cyclase 8 (brain)|adenylate cyclase type VIII|adenylyl cyclase 8|adenylyl cyclase-8, brain|ca(2+)/calmodulin-activated adenylyl cyclase|epididymis secretory sperm binding protein Li 172mP",8q24.22,8,NC_000008.11,130780300,131041604,minus,19,103070
9606,Homo sapiens,553,0,live,AVPR1B,"AVPR3, V1bR",arginine vasopressin receptor 1B,; vasopressin V1b receptor|AVPR V1b|AVPR V3|antidiuretic hormone receptor 1B|arginine vasopressin receptor 3|pituitary vasopressin receptor 3|vasopressin V3 receptor,1q32.1,1,NC_000001.11,206106936,206117388,minus,2,600264
9606,Homo sapiens,22941,0,live,SHANK2,"AUTS17, CORTBP1, CTTNBP1, ProSAP1, SHANK, SPANK-3",SH3 and multiple ankyrin repeat domains 2,; SH3 and multiple ankyrin repeat domains protein 2|GKAP/SAPAP interacting protein|cortactin SH3 domain-binding protein|cortactin-binding protein 1|proline-rich synapse associated protein 1,11q13.3-q13.4,11,NC_000011.10,70467854,71252724,minus,30,603290
9606,Homo sapiens,2912,0,live,GRM2,"GLUR2, GPRC1B, MGLUR2, mGlu2",glutamate metabotropic receptor 2,"; metabotropic glutamate receptor 2|glutamate receptor homolog|glutamate receptor, metabotropic 2",3p21.2,3,NC_000003.12,51707068,51718616,plus,8,604099
9606,Homo sapiens,2863,0,live,GPR39,,G protein-coupled receptor 39,; G-protein coupled receptor 39,2q21.2,2,NC_000002.12,132416805,132646582,plus,2,602886
9606,Homo sapiens,6853,0,live,SYN1,"MRX50a, SYN1b, SYNI, SYN1",synapsin I,; synapsin-1|brain protein 4.1|synapsin Ib,Xp11.3-p11.23,X,NC_000023.11,47571901,47619857,minus,13,313440
9606,Homo sapiens,5567,0,live,PRKACB,"PKA C-beta, PKACB",protein kinase cAMP-activated catalytic subunit beta,"; cAMP-dependent protein kinase catalytic subunit beta|cAMP-dependent protein kinase catalytic beta subunit isoform 4ab|protein kinase A catalytic subunit beta|protein kinase, cAMP-dependent, beta catalytic subunit|protein kinase, cAMP-dependent, catalytic, beta",1p31.1,1,NC_000001.11,84077975,84238498,plus,18,176892
9606,Homo sapiens,25769,0,live,SLC24A2,NCKX2,solute carrier family 24 member 2,"; sodium/potassium/calcium exchanger 2|Na(+)/K(+)/Ca(2+)-exchange protein 2|retinal cone Na-Ca+K exchanger|solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",9p22.1-p21.3,9,NC_000009.12,19507452,20307888,minus,17,609838
9606,Homo sapiens,2774,0,live,GNAL,DYT25,G protein subunit alpha L,"; guanine nucleotide-binding protein G(olf) subunit alpha|adenylate cyclase-stimulating G alpha protein, olfactory type|guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type|guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide, olfactory type",18p11.21,18,NC_000018.10,11689015,11885685,plus,16,139312
9606,Homo sapiens,4862,0,live,NPAS2,"MOP4, PASD4, bHLHe9",neuronal PAS domain protein 2,; neuronal PAS domain-containing protein 2|PAS domain-containing protein 4|basic-helix-loop-helix-PAS protein MOP4|class E basic helix-loop-helix protein 9|member of PAS protein 4|member of PAS superfamily 4|neuronal PAS2,2q11.2,2,NC_000002.12,100820139,100996829,plus,25,603347
9606,Homo sapiens,9757,0,live,KMT2B,"CXXC10, DYT28, HRX2, MLL1B, MLL2, MLL4, TRX2, WBP-7, WBP7",lysine methyltransferase 2B,"; histone-lysine N-methyltransferase 2B|WW domain binding protein 7|histone-lysine N-methyltransferase MLL4|lysine (K)-specific methyltransferase 2B|mixed lineage leukemia gene homolog 2|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila) 4|myeloid/lymphoid or mixed-lineage leukemia protein 4|trithorax homologue 2",19q13.12,19,NC_000019.10,35717818,35738880,plus,38,606834
9606,Homo sapiens,10743,0,live,RAI1,"SMCR, SMS",retinoic acid induced 1,; retinoic acid-induced protein 1|Smith-Magenis syndrome chromosome region,17p11.2,17,NC_000017.11,17681376,17811453,plus,9,607642
9606,Homo sapiens,23347,0,live,SMCHD1,"BAMS, FSHD2",structural maintenance of chromosomes flexible hinge domain containing 1,; structural maintenance of chromosomes flexible hinge domain-containing protein 1|SMC hinge domain-containing protein 1,18p11.32,18,NC_000018.10,2655887,2805017,plus,51,614982
9606,Homo sapiens,50940,0,live,PDE11A,PPNAD2,phosphodiesterase 11A,"; dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A|cAMP and cGMP cyclic nucleotide phosphodiesterase 11A",2q31.2,2,NC_000002.12,177623244,178108339,minus,24,604961
9606,Homo sapiens,23237,0,live,ARC,"Arg3.1, hArc",activity regulated cytoskeleton associated protein,; activity-regulated cytoskeleton-associated protein|ARC/ARG3.1|activity-regulated gene 3.1 protein homolog,8q24.3,8,NC_000008.11,142611049,142614479,minus,3,612461
9606,Homo sapiens,171019,0,live,ADAMTS19,,ADAM metallopeptidase with thrombospondin type 1 motif 19,"; A disintegrin and metalloproteinase with thrombospondin motifs 19|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 19",5q23.3,5,NC_000005.10,129460281,129738681,plus,26,607513
9606,Homo sapiens,1393,0,live,CRHBP,"CRF-BP, CRFBP",corticotropin releasing hormone binding protein,; corticotropin-releasing factor-binding protein|CRF-binding protein|CRH-BP,5q13.3,5,NC_000005.10,76952855,76981143,plus,9,122559
9606,Homo sapiens,728215,0,live,FAM155A,,family with sequence similarity 155 member A,; transmembrane protein FAM155A,13q33.3,13,NC_000013.11,107163510,107867496,minus,4,
9606,Homo sapiens,2893,0,live,GRIA4,"GLUR4, GLUR4C, GLURD, GluA4, NEDSGA",glutamate ionotropic receptor AMPA type subunit 4,"; glutamate receptor 4|AMPA-selective glutamate receptor 4|gluR-4|gluR-D|glutamate receptor, ionotrophic, AMPA 4|glutamate receptor, ionotropic, AMPA 4",11q22.3,11,NC_000011.10,105609540,105982092,plus,24,138246
9606,Homo sapiens,56895,0,live,AGPAT4,"1-AGPAT4, LPAAT-delta, dJ473J16.2",1-acylglycerol-3-phosphate O-acyltransferase 4,"; 1-acyl-sn-glycerol-3-phosphate acyltransferase delta|1-AGP acyltransferase 4|1-AGPAT 4|1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)|lysophosphatidic acid acyltransferase delta|lysophosphatidic acid acyltransferase-delta (LPAAT-delta)",6q26,6,NC_000006.12,161129967,161274108,minus,10,614795
9606,Homo sapiens,160851,0,live,DGKH,DGKeta,diacylglycerol kinase eta,; diacylglycerol kinase eta|DAG kinase eta|diglyceride kinase eta,13q14.11,13,NC_000013.11,42040036,42256584,plus,38,604071
9606,Homo sapiens,91662,0,live,NLRP12,"CLR19.3, FCAS2, NALP12, PAN6, PYPAF7, RNO, RNO2",NLR family pyrin domain containing 12,"; NACHT, LRR and PYD domains-containing protein 12|PYRIN-containing APAF1-like protein 7|monarch 1|nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 12|regulated by nitric oxide",19q13.42,19,NC_000019.10,53793584,53824403,minus,12,609648
9606,Homo sapiens,2895,0,live,GRID2,"GluD2, SCAR18",glutamate ionotropic receptor delta type subunit 2,"; glutamate receptor ionotropic, delta-2|gluR delta-2 subunit|glutamate receptor delta-2 subunit|glutamate receptor, ionotropic, delta 2",4q22.1-q22.2,4,NC_000004.12,92303622,93810415,plus,27,602368
9606,Homo sapiens,100506736,0,live,SLFN12L,,schlafen family member 12 like,; schlafen family member 12-like,17q12,17,NC_000017.11,35474920,35537861,minus,11,614956
9606,Homo sapiens,27165,0,live,GLS2,"GA, GLS, LGA, hLGA",glutaminase 2,"; glutaminase liver isoform, mitochondrial|L-glutamine amidohydrolase|breast cell glutaminase|glutaminase 2 (liver, mitochondrial)|glutaminase I|phosphate-activated glutaminase|phosphate-dependent glutaminase",12q13.3,12,NC_000012.12,56470944,56488414,minus,19,606365
9606,Homo sapiens,22953,0,live,P2RX2,"DFNA41, P2X2",purinergic receptor P2X 2,"; P2X purinoceptor 2|ATP receptor|P2X Receptor, subunit 2|purinergic receptor P2X, ligand gated ion channel, 2",12q24.33,12,NC_000012.12,132618776,132623736,plus,10,600844
9606,Homo sapiens,8831,0,live,SYNGAP1,"MRD5, RASA1, RASA5, SYNGAP",synaptic Ras GTPase activating protein 1,"; ras/Rap GTPase-activating protein SynGAP|Ras GTPase-activating protein SynGAP|neuronal RasGAP|synaptic Ras GTPase activating protein 1 homolog|synaptic Ras GTPase activating protein, 135kDa",6p21.32,6,NC_000006.12,33418294,33453689,plus,19,603384
9606,Homo sapiens,2914,0,live,GRM4,"GPRC1D, MGLUR4, mGlu4",glutamate metabotropic receptor 4,"; metabotropic glutamate receptor 4|glutamate receptor, metabotropic 4",6p21.31,6,NC_000006.12,34018643,34155622,minus,15,604100
9606,Homo sapiens,60482,0,live,SLC5A7,"CHT, CHT1, CMS20, HMN7A",solute carrier family 5 member 7,"; high affinity choline transporter 1|high affinity choline transporter; hemicholinium-3-sensitive choline transporter|solute carrier family 5 (sodium/choline cotransporter), member 7",2q12.3,2,NC_000002.12,107986524,108014497,plus,10,608761
9606,Homo sapiens,8520,0,live,HAT1,KAT1,histone acetyltransferase 1,; histone acetyltransferase type B catalytic subunit,2q31.1,2,NC_000002.12,171922425,171983686,plus,12,603053
9606,Homo sapiens,438,0,live,ASMT,"ASMTY, HIOMT, HIOMTY",acetylserotonin O-methyltransferase,; acetylserotonin O-methyltransferase|acetylserotonin N-methyltransferase|acetylserotonin methyltransferase (Y chromosome)|hydroxyindole O-methyltransferase,Xp22.33 and Yp11.2,X,NC_000023.11,1595455,1643081,plus,10,"300,015,402,500"
9606,Homo sapiens,438,0,live,ASMT,"ASMTY, HIOMT, HIOMTY",acetylserotonin O-methyltransferase,; acetylserotonin O-methyltransferase|acetylserotonin N-methyltransferase|acetylserotonin methyltransferase (Y chromosome)|hydroxyindole O-methyltransferase,Xp22.33 and Yp11.2,Y,NC_000024.10,1595455,1643081,plus,10,"300,015,402,500"
9606,Homo sapiens,100126333,0,live,MIR708,"MIRN708, hsa-mir-708",microRNA 708,,11q14.1,11,NC_000011.10,79402022,79402109,minus,1,
9606,Homo sapiens,15,0,live,AANAT,"DSPS, SNAT",aralkylamine N-acetyltransferase,; serotonin N-acetyltransferase|arylalkylamine N-acetyltransferase|serotonin acetylase,17q25.1,17,NC_000017.11,76453351,76470797,plus,8,600950
9606,Homo sapiens,8564,0,live,KMO,dJ317G22.1,kynurenine 3-monooxygenase,; kynurenine 3-monooxygenase|kynurenine 3-hydroxylase,1q43,1,NC_000001.11,241531883,241595642,plus,17,603538
9606,Homo sapiens,2587,0,live,GALR1,"GALNR, GALNR1",galanin receptor 1,; galanin receptor type 1|GAL1-R|GALR-1,18q23,18,NC_000018.10,77249848,77277900,plus,4,600377
9606,Homo sapiens,83636,0,live,C19orf12,"MPAN, NBIA3, NBIA4, SPG43",chromosome 19 open reading frame 12,; protein C19orf12|membrane protein-associated neurodegeneration|neurodegeneration with brain iron accumulation 3,19q12,19,NC_000019.10,29698886,29715789,minus,9,614297
9606,Homo sapiens,3352,0,live,HTR1D,"5-HT1D, HT1DAA, HTRL, RDC4, HTR1D",5-hydroxytryptamine receptor 1D,"; 5-hydroxytryptamine receptor 1D|5-HT-1D|5-HT-1D-alpha|5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled|serotonin 1D alpha receptor|serotonin receptor 1D",1p36.12,1,NC_000001.11,23191895,23194729,minus,1,182133
9606,Homo sapiens,2559,0,live,GABRA6,,gamma-aminobutyric acid type A receptor alpha6 subunit,"; gamma-aminobutyric acid receptor subunit alpha-6|GABA subunit A receptor alpha 6|GABA(A) receptor subunit alpha-6|GABA(A) receptor, alpha 6|gamma-aminobutyric acid (GABA) A receptor, alpha 6",5q34,5,NC_000005.10,161685721,161702592,plus,9,137143
9606,Homo sapiens,2899,0,live,GRIK3,"EAA5, GLR7, GLUR7, GluK3, GluR7a",glutamate ionotropic receptor kainate type subunit 3,"; glutamate receptor ionotropic, kainate 3|dJ1090M5.1 (glutamate receptor, ionotropic, kainate 3 (GLUR7))|excitatory amino acid receptor 5|gluR-7|glutamate receptor 7",1p34.3,1,NC_000001.11,36795527,37034515,minus,16,138243
9606,Homo sapiens,257194,0,live,NEGR1,"DMML2433, IGLON4, KILON, Ntra",neuronal growth regulator 1,; neuronal growth regulator 1|IgLON family member 4|a kindred of IgLON|neurotractin,1p31.1,1,NC_000001.11,71395943,72282539,minus,10,613173
9606,Homo sapiens,1463,0,live,NCAN,CSPG3,neurocan,; neurocan core protein|chondroitin sulfate proteoglycan 3 (neurocan)|neurocan proteoglycan,19p13.11,19,NC_000019.10,19211958,19252233,plus,15,600826
9606,Homo sapiens,3361,0,live,HTR5A,5-HT5A,5-hydroxytryptamine receptor 5A,"; 5-hydroxytryptamine receptor 5A|5-HT-5|5-HT-5A|5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled",7q36.2,7,NC_000007.14,155070324,155087392,plus,2,601305
9606,Homo sapiens,53919,0,live,SLCO1C1,"OATP-F, OATP1, OATP14, OATP1C1, OATPF, OATPRP5, SLC21A14",solute carrier organic anion transporter family member 1C1,"; solute carrier organic anion transporter family member 1C1|OAT-RP-5|OATP-14|organic anion transporter F|organic anion transporter polypeptide-related protein 5|organic anion transporting polypeptide 14|solute carrier family 21 (organic anion transporter), member 14|solute carrier family 21 member 14|thyroxine transporter",12p12.2,12,NC_000012.12,20681800,20753386,plus,20,613389
9606,Homo sapiens,83872,0,live,HMCN1,"ARMD1, FBLN6, FIBL-6, FIBL6",hemicentin 1,; hemicentin-1|LOC100507250/HMCN1 fusion|fibulin-6,1q25.3-q31.1,1,NC_000001.11,185734391,186190949,plus,107,608548
9606,Homo sapiens,2900,0,live,GRIK4,"EAA1, GRIK, GluK4, KA1",glutamate ionotropic receptor kainate type subunit 4,"; glutamate receptor ionotropic, kainate 4|excitatory amino acid receptor 1|glutamate receptor KA1|glutamate receptor, ionotropic, kainate 4",11q23.3,11,NC_000011.10,120511746,120988805,plus,24,600282
9606,Homo sapiens,114131,0,live,UCN3,"SCP, SPC, UCNIII",urocortin 3,; urocortin-3|prepro-urocortin 3|stresscopin|ucn III|urocortin III,10p15.1,10,NC_000010.11,5364966,5374692,plus,2,605901
9606,Homo sapiens,1109,0,live,AKR1C4,"3-alpha-HSD, C11, CDR, CHDR, DD-4, DD4, HAKRA",aldo-keto reductase family 1 member C4,"; aldo-keto reductase family 1 member C4|3-alpha-HSD1|chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4|dihydrodiol dehydrogenase isozyme DD4|type I 3-alpha-hydroxysteroid dehydrogenase",10p15.1,10,NC_000010.11,5196837,5218949,plus,9,600451
9606,Homo sapiens,9187,0,live,SLC24A1,"CSNB1D, HsT17412, NCKX, NCKX1, RODX",solute carrier family 24 member 1,"; sodium/potassium/calcium exchanger 1|Na(+)/K(+)/Ca(2+)-exchange protein 1|retinal rod Na+/Ca+/K+ exchanger|solute carrier family 24 (sodium/potassium/calcium exchanger), member 1",15q22.31,15,NC_000015.10,65611313,65661002,plus,17,603617
9606,Homo sapiens,113,0,live,ADCY7,AC7,adenylate cyclase 7,; adenylate cyclase type 7|ATP pyrophosphate-lyase 7|adenylate cyclase type VII|adenylyl cyclase 7,16q12.1,16,NC_000016.10,50246138,50318135,plus,30,600385
9606,Homo sapiens,8811,0,live,GALR2,"GAL2-R, GALNR2, GALR-2",galanin receptor 2,; galanin receptor type 2,17q25.1,17,NC_000017.11,76070824,76077537,plus,4,603691
9606,Homo sapiens,22,0,live,ABCB7,"ABC7, ASAT, Atm1p, EST140535",ATP binding cassette subfamily B member 7,"; ATP-binding cassette sub-family B member 7, mitochondrial|ABC transporter 7 protein|ATP-binding cassette transporter 7|ATP-binding cassette, sub-family B (MDR/TAP), member 7",Xq13.3,X,NC_000023.11,75051048,75156283,minus,16,300135
9606,Homo sapiens,84539,0,live,MCHR2,"GPR145, GPRv17, MCH-2R, MCH-R2, MCH2, MCH2R, MCHR-2, SLT",melanin concentrating hormone receptor 2,; melanin-concentrating hormone receptor 2|G protein-coupled receptor slt|G-protein coupled receptor 145|MCH receptor 2|melanin-concentrating hormone 2,6q16.2,6,NC_000006.12,99918519,99994238,minus,6,606111
